@RELATION 'dataset_discretizado'

@ATTRIBUTE feature1 numeric
@ATTRIBUTE feature2 numeric
@ATTRIBUTE feature4 numeric
@ATTRIBUTE feature3 numeric
@ATTRIBUTE feature5 numeric
@ATTRIBUTE feature6 numeric
@ATTRIBUTE feature7 numeric
@ATTRIBUTE feature8 numeric
@ATTRIBUTE feature9 numeric
@ATTRIBUTE feature10 numeric
@ATTRIBUTE feature11 numeric
@ATTRIBUTE feature12 numeric
@ATTRIBUTE feature13 numeric
@ATTRIBUTE class hierarchical blues,blues/gospel,classical,classical/20th_century_classical,classical/chamber_music,classical/choral_music,classical/composed_music,classical/contemporary_classical,classical/opera,classical/symphony,country,country/americana,country/bluegrass,country/country_-_western,country/country_-_western/western_swing,country/rockabilly,easy_listening,easy_listening/easy_listening:_vocal,easy_listening/nu-jazz,easy_listening/lounge,electronic,electronic/ambient_electronic,electronic/breakcore_-_hard,electronic/chip_music,electronic/chip_music/chiptune,electronic/dance,electronic/downtempo,electronic/drum_-_bass,electronic/dubstep,electronic/dubstep/skweee,electronic/glitch,electronic/house,electronic/house/chill-out,electronic/idm,electronic/jungle,electronic/minimal_electronic,electronic/techno,electronic/techno/bigbeat,electronic/trip-hop,folk,folk/british_folk,folk/freak-folk,folk/free-folk,folk/psych-folk,folk/singer-songwriter,hip-hop,hip-hop/abstract_hip_hop,hip-hop/alternative_hip-hop,hip-hop/breakbeat,hip-hop/hip-hop_beats,hip-hop/nerdcore,hip-hop/rap,hip-hop/wonky,hip-hop/hiphop,jazz,jazz/big_band_swing,jazz/free-jazz,jazz/jazz:_out,jazz/jazz:_vocal,jazz/modern_jazz,old-time_historic,pop,pop/experimental_pop,pop/synth_pop,rock,rock/garage,rock/garage/surf,rock/goth,rock/indie-rock,rock/industrial,rock/krautrock,rock/lo-fi,rock/loud-rock,rock/loud-rock/noise-rock,rock/loud-rock/sludge,rock/metal,rock/metal/black-metal,rock/metal/death-metal,rock/metal/grindcore,rock/new_wave,rock/post-rock,rock/post-rock/space-rock,rock/progressive,rock/psych-rock,rock/punk,rock/punk/electro-punk,rock/punk/hardcore,rock/punk/thrash,rock/punk/no_wave,rock/punk/post-punk,rock/punk/power-pop,rock/rock_opera,rock/shoegaze,soul-rnb,soul-rnb/disco,soul-rnb/funk,soul-rnb/funk/deep_funk

@DATA
1,1,1,20,20,1,1,2,20,14,1,20,2,rock/lo-fi
7,17,14,17,7,16,11,3,2,2,10,16,16,rock/lo-fi
12,7,20,15,18,9,20,10,2,3,18,15,1,rock/lo-fi
7,4,3,12,5,6,3,3,7,11,16,19,15,electronic/idm
2,13,4,12,13,9,8,8,6,9,10,13,10,electronic/idm
5,15,5,10,11,6,6,6,7,12,11,6,8,electronic/idm
3,15,4,11,9,8,7,9,8,8,8,12,8,electronic/idm
16,12,13,9,15,2,9,2,3,4,5,5,5,electronic
7,19,11,3,2,2,18,20,17,7,14,2,20,electronic
15,9,14,11,3,7,15,20,20,19,17,9,14,electronic
15,15,10,4,5,12,5,6,6,3,15,12,14,rock/progressive
17,16,8,4,5,17,11,4,7,9,16,7,10,rock/progressive
17,20,13,8,8,12,9,2,12,3,18,16,10,rock/progressive
6,4,10,2,9,12,16,15,13,13,17,7,11,rock/punk/power-pop
8,4,14,3,5,12,16,15,10,15,18,9,11,rock/punk/power-pop
8,4,14,3,5,12,16,15,10,15,18,9,11,rock/punk/power-pop
6,4,15,9,5,17,15,8,13,17,17,16,19,rock/punk/power-pop
10,5,11,7,8,13,15,13,14,13,14,7,16,rock/punk/power-pop
6,5,17,5,7,17,14,7,11,17,17,12,20,rock/punk/power-pop
6,4,18,15,12,14,17,12,13,19,18,8,11,rock/punk/power-pop
7,11,9,15,13,14,13,16,17,11,19,19,6,hip-hop
9,11,11,9,11,18,3,18,12,18,16,14,15,hip-hop
13,8,5,5,17,13,8,8,17,17,14,13,7,hip-hop
11,10,10,15,15,17,13,11,17,8,8,15,16,hip-hop
9,11,13,16,18,12,16,17,17,10,18,19,4,hip-hop
17,19,8,15,7,8,8,13,16,18,18,13,5,hip-hop
14,16,7,14,12,13,16,15,18,13,19,10,11,hip-hop
10,12,3,20,9,4,12,18,6,12,6,10,11,hip-hop
10,14,8,9,10,7,15,13,12,12,17,12,8,hip-hop
15,8,6,3,20,12,10,6,18,17,15,7,3,hip-hop
9,3,8,9,11,12,7,9,18,10,19,8,13,rock/punk
8,2,5,8,12,12,6,3,15,8,19,11,16,rock/punk
9,2,6,6,5,6,6,5,18,16,20,11,14,rock/punk
9,3,5,11,11,13,5,7,14,15,18,10,13,rock/punk
10,3,5,9,12,13,4,5,15,16,19,10,14,rock/punk
9,2,5,12,11,13,5,6,14,15,17,6,10,rock/punk
10,3,5,10,9,13,5,8,12,16,20,8,10,rock/punk
10,3,5,9,12,12,3,5,16,19,20,9,6,rock/punk
17,3,15,5,4,5,17,11,7,4,10,5,2,folk
16,1,16,1,4,3,6,15,12,3,8,7,2,folk
12,1,14,3,9,2,8,4,5,1,2,1,1,folk
18,1,16,2,4,3,12,7,9,2,6,6,2,folk
2,6,4,20,7,20,15,14,8,5,17,1,12,electronic/dubstep
2,8,7,13,15,15,15,15,16,11,12,15,11,electronic/dubstep
6,9,9,19,17,15,20,7,16,20,15,18,5,electronic/dubstep
2,18,5,8,10,13,16,10,7,5,10,10,3,electronic/dubstep
15,8,12,15,19,16,16,12,15,18,18,16,16,folk/singer-songwriter
8,12,19,7,14,9,15,16,18,10,16,8,14,folk/singer-songwriter
5,14,18,14,12,9,14,10,16,8,19,10,3,folk/singer-songwriter
12,12,20,6,20,1,20,1,4,2,18,3,3,folk/singer-songwriter
3,2,10,14,15,2,4,13,16,15,5,20,10,rock/indie-rock
3,7,13,8,13,12,8,4,12,7,8,18,12,rock/indie-rock
5,17,10,13,5,8,7,15,12,14,14,11,6,rock/indie-rock
4,9,3,6,10,8,4,3,2,2,7,13,11,rock/indie-rock
17,8,9,11,8,6,13,10,3,7,14,10,7,rock/indie-rock
6,14,12,11,12,15,4,5,9,7,10,8,10,rock/indie-rock
17,17,7,13,6,10,3,3,9,7,11,20,20,rock/indie-rock
8,15,3,16,16,9,9,10,18,19,16,8,3,rock/indie-rock
1,11,15,7,15,15,2,6,5,10,11,13,12,rock/indie-rock
12,1,1,3,2,2,6,8,8,16,17,4,2,rock/indie-rock
16,15,8,10,7,5,3,4,7,7,4,7,8,rock/indie-rock
13,7,10,6,4,15,7,12,12,12,5,15,11,rock/indie-rock
17,17,12,7,16,11,18,17,20,17,17,15,3,rock/indie-rock
20,20,1,6,6,5,7,19,20,20,19,10,9,electronic/ambient_electronic
20,8,1,19,19,20,2,2,17,20,8,1,1,electronic/ambient_electronic
12,7,6,10,2,10,19,5,20,2,14,3,6,electronic/ambient_electronic
9,5,17,6,12,5,17,7,9,11,11,8,15,rock/post-rock
7,4,17,10,10,11,15,6,3,14,10,5,12,rock/progressive
19,8,8,1,20,4,3,15,16,3,11,7,8,electronic
11,8,3,10,20,20,4,1,3,2,9,8,17,electronic
15,15,8,20,20,7,5,20,1,17,1,20,5,electronic
14,10,17,20,15,1,2,20,3,20,20,2,9,electronic
11,5,8,6,1,8,4,15,7,5,12,3,3,rock/punk
3,1,5,12,10,20,1,19,11,20,15,2,17,pop/experimental_pop
9,14,12,11,6,18,10,9,18,15,12,17,12,pop/experimental_pop
12,4,11,2,14,11,11,16,16,8,15,4,4,rock/punk/power-pop
4,5,16,11,13,8,20,14,10,20,19,2,11,rock/punk
3,5,6,10,3,2,6,10,10,7,4,6,12,rock/lo-fi
11,3,11,4,11,17,18,15,15,15,19,13,16,rock/punk/power-pop
12,3,13,10,16,18,13,14,13,11,16,14,13,hip-hop
18,4,7,2,9,15,15,10,5,18,20,18,19,rock/indie-rock
11,5,8,20,18,17,20,20,10,14,19,18,16,pop/experimental_pop
3,10,15,5,3,3,8,3,7,3,7,9,2,rock/punk
13,12,12,6,7,13,17,7,17,6,15,16,4,rock
19,13,10,9,15,7,19,2,3,1,20,19,2,folk
19,16,12,5,16,17,20,4,18,1,19,20,2,folk
19,11,15,10,15,18,17,3,16,1,19,17,2,folk
19,17,9,7,20,19,19,10,9,7,17,20,2,folk
8,15,18,10,10,20,17,9,11,14,2,3,16,rock/psych-rock
8,15,18,7,9,19,16,8,8,14,2,3,14,rock/psych-rock
3,11,16,18,14,19,17,20,17,19,15,9,14,rock
4,12,16,10,10,14,14,16,18,16,9,4,9,rock
4,16,15,17,16,18,16,19,16,18,10,4,13,rock
6,8,13,19,12,16,18,19,19,19,17,8,12,rock
2,5,11,13,13,16,17,20,19,19,14,8,12,rock
3,9,17,17,9,19,18,19,15,18,9,2,7,rock
3,8,12,19,14,19,17,20,19,20,17,7,15,rock
5,8,14,8,2,15,2,1,15,20,20,5,2,hip-hop
13,14,16,20,11,1,1,1,10,19,14,3,12,hip-hop
14,16,3,3,3,3,9,3,19,10,15,3,7,hip-hop
14,14,8,10,2,11,11,12,17,9,7,12,18,hip-hop
5,4,13,2,4,2,7,2,15,19,20,12,3,hip-hop
8,7,4,5,2,5,11,2,13,14,18,19,20,hip-hop
2,16,7,7,16,6,8,4,11,12,18,18,20,hip-hop
15,13,10,4,14,10,1,3,2,4,6,1,8,hip-hop
3,18,5,19,4,2,11,5,12,8,13,4,3,hip-hop
13,8,10,18,17,8,17,2,13,6,12,4,19,hip-hop
12,19,12,13,9,1,11,14,8,17,15,13,14,hip-hop
13,18,2,3,6,1,10,5,1,8,19,10,14,hip-hop
10,12,15,15,14,15,9,10,12,17,10,7,9,hip-hop
19,3,14,16,7,4,4,3,2,16,13,6,3,pop
20,8,16,9,2,2,1,2,8,1,19,20,6,pop
14,8,13,19,16,4,8,3,20,8,6,19,5,pop
14,15,4,11,16,14,9,5,13,6,12,11,10,pop
8,17,6,17,15,13,16,17,7,6,13,17,12,pop
17,19,8,15,11,8,6,10,5,4,3,17,6,pop
16,17,10,17,17,13,12,16,11,16,3,3,4,pop
8,11,10,8,4,5,8,14,13,16,16,10,16,pop
10,15,7,15,11,10,16,16,15,15,10,12,12,pop
8,20,14,17,17,14,4,17,12,13,6,11,10,jazz/jazz:_vocal
7,19,17,19,19,11,7,15,13,14,13,10,4,jazz/jazz:_vocal
15,20,9,18,5,8,10,12,7,5,9,11,10,jazz/jazz:_vocal
17,18,10,14,7,8,8,10,6,11,10,15,7,jazz/jazz:_vocal
14,20,17,16,15,7,8,14,15,14,14,19,12,jazz/jazz:_vocal
13,20,17,15,14,7,8,14,11,17,13,15,15,jazz/jazz:_vocal
16,19,13,18,11,9,12,14,11,9,14,17,13,jazz
13,20,11,20,13,7,13,4,2,8,12,9,9,jazz
15,18,10,18,7,6,13,7,5,5,14,16,11,jazz
12,20,13,20,16,11,12,10,4,6,10,11,11,jazz
14,15,4,16,10,6,12,7,9,14,17,17,10,jazz
14,20,12,20,16,7,13,8,9,8,11,7,5,jazz
14,20,6,18,9,11,14,13,10,14,16,12,6,jazz
15,19,10,18,12,5,14,9,8,15,13,13,5,jazz
18,17,9,16,5,6,12,8,6,5,11,14,7,jazz
10,17,9,14,12,12,12,11,15,15,13,15,10,jazz
6,18,13,10,11,18,8,17,17,13,17,19,10,jazz
12,16,9,8,5,11,11,11,12,9,12,9,15,jazz
10,15,12,13,10,11,10,9,9,10,12,3,7,jazz
12,20,16,19,14,15,11,15,11,17,16,14,13,jazz
8,17,16,18,15,14,12,5,9,6,8,19,18,jazz
10,17,8,11,6,9,10,13,12,15,7,11,12,jazz
16,18,17,18,12,7,7,8,10,14,8,12,11,jazz
14,18,16,17,14,6,8,6,7,19,13,13,9,jazz
16,13,19,19,15,5,2,9,4,16,19,19,5,rock
18,4,18,13,14,5,1,14,7,11,13,18,5,rock
20,11,20,18,13,12,1,18,1,8,7,19,1,rock
19,8,19,12,10,4,2,15,3,5,15,16,2,rock
16,16,18,1,18,5,1,13,2,8,8,13,14,rock
15,3,20,2,20,7,11,4,17,18,20,15,17,electronic
10,3,20,5,20,18,11,11,7,20,14,20,5,electronic
14,4,14,11,2,7,2,6,12,10,11,14,4,rock/punk
13,4,13,11,1,8,2,7,12,10,9,16,2,rock/punk
15,3,16,9,1,6,2,4,13,6,12,11,2,rock/punk
16,2,17,7,1,8,1,4,14,6,9,12,1,rock/punk
14,3,17,9,1,8,1,5,12,9,7,12,1,rock/punk
19,11,15,12,19,17,12,7,7,11,8,2,7,pop
12,10,10,8,9,12,6,9,9,9,10,8,11,pop
19,12,14,11,12,7,3,3,3,1,3,1,5,pop
16,9,2,1,4,2,1,3,4,4,6,1,5,pop
17,17,5,3,4,10,2,2,4,1,1,1,1,pop
17,2,20,18,19,3,11,19,2,4,5,16,7,jazz
17,1,20,10,14,2,11,20,5,7,8,14,3,jazz
17,3,20,16,15,2,13,17,2,3,1,4,2,jazz
17,2,20,14,15,2,11,19,3,8,3,13,3,jazz
17,2,20,10,14,1,5,20,1,3,3,6,4,jazz
11,19,10,9,11,8,6,18,9,14,10,16,8,pop
11,19,9,10,9,9,7,18,13,16,8,10,4,pop
12,17,7,8,5,5,7,16,12,14,7,10,5,pop
13,17,10,7,6,6,5,17,6,14,8,9,2,pop
15,17,11,17,17,8,1,3,4,11,12,13,9,pop
10,16,1,13,16,17,6,6,13,13,14,19,13,pop
14,8,1,9,4,9,10,20,3,4,20,13,2,pop
7,4,3,4,3,10,6,5,9,10,7,12,11,pop
10,11,5,18,14,8,6,10,5,5,8,8,6,pop
11,11,2,5,4,7,11,12,6,5,8,16,11,pop
4,6,14,12,17,19,20,20,19,14,18,17,19,rock/punk
13,10,2,18,16,9,11,17,10,7,7,13,15,pop
13,4,2,16,14,5,17,16,13,8,7,9,6,pop
12,18,15,12,20,20,17,3,16,14,6,10,16,pop
3,16,10,17,18,10,10,8,6,8,10,18,16,pop
4,19,10,19,20,18,10,4,19,19,14,12,11,pop
13,6,4,19,12,12,5,7,15,11,12,13,11,pop
3,9,6,4,6,9,4,6,6,15,11,2,4,soul-rnb/disco
6,13,1,10,5,5,4,3,2,7,10,14,13,soul-rnb/disco
3,9,5,6,6,6,6,6,3,14,11,9,6,soul-rnb/disco
5,12,1,5,5,18,16,18,18,18,15,15,20,soul-rnb/disco
5,9,6,10,11,16,14,17,11,11,14,20,17,soul-rnb/disco
12,20,14,18,13,13,13,14,15,11,14,15,16,soul-rnb/disco
10,4,8,20,11,5,7,10,8,7,8,13,8,soul-rnb/disco
7,18,12,16,11,13,9,16,12,15,14,9,15,soul-rnb/disco
2,7,7,13,8,5,10,12,7,17,20,15,5,soul-rnb/disco
9,13,6,5,3,4,2,3,2,14,16,19,18,soul-rnb/disco
14,12,2,7,8,11,14,13,15,7,4,6,8,soul-rnb/disco
14,20,9,17,16,18,12,18,18,19,14,17,16,soul-rnb/disco
4,16,2,10,18,5,9,8,3,2,5,9,12,electronic
8,14,5,10,17,7,11,4,8,7,2,2,2,electronic
16,4,1,14,8,16,17,10,11,13,8,5,6,electronic
5,15,2,7,5,5,4,4,4,2,3,7,10,electronic
16,1,2,9,6,1,12,6,10,8,8,14,4,electronic
17,7,13,16,11,5,12,19,19,12,2,17,19,electronic
15,17,17,15,16,3,6,14,6,1,9,1,12,rock/lo-fi
16,18,19,20,19,2,15,11,20,1,14,1,3,rock/lo-fi
16,17,19,15,19,9,9,20,8,6,14,11,11,rock/lo-fi
16,17,16,18,19,2,13,1,11,1,4,1,1,rock/lo-fi
12,15,18,20,19,3,19,13,19,4,19,6,10,rock/lo-fi
12,5,18,13,18,18,18,12,12,17,20,16,14,pop/experimental_pop
15,3,13,8,19,4,14,4,20,13,9,8,15,pop/experimental_pop
13,1,19,1,12,1,4,6,12,11,14,18,5,pop/experimental_pop
13,2,15,11,16,10,17,2,6,18,3,2,20,pop/experimental_pop
19,1,12,19,8,6,19,2,14,20,13,4,20,pop/experimental_pop
7,5,9,14,15,8,7,13,17,14,11,8,5,pop/experimental_pop
13,1,16,17,19,15,13,14,17,8,10,15,12,pop/experimental_pop
13,2,19,3,5,7,20,20,19,9,16,20,20,pop/experimental_pop
15,9,9,2,16,1,1,1,3,3,16,20,16,pop/experimental_pop
11,2,4,1,10,1,20,4,20,14,20,16,17,pop/experimental_pop
14,2,7,11,10,17,18,18,18,20,17,19,10,pop/experimental_pop
16,1,8,6,18,20,7,18,1,5,1,16,16,pop/experimental_pop
8,7,12,6,7,4,2,4,10,19,8,10,9,pop/experimental_pop
6,5,8,7,9,2,5,11,16,17,9,11,5,pop/experimental_pop
20,8,4,17,16,2,20,3,10,15,12,10,19,pop/experimental_pop
10,3,6,10,11,13,6,10,16,14,18,5,7,rock/punk
13,5,1,1,2,18,20,8,17,13,5,6,11,hip-hop
2,8,5,4,9,19,17,19,17,14,2,13,6,hip-hop
9,7,14,7,15,20,20,4,4,19,11,2,2,hip-hop
11,8,1,9,4,7,2,11,8,7,17,18,7,hip-hop
7,13,2,20,17,5,9,7,3,3,7,6,18,hip-hop
12,20,3,9,9,8,7,6,8,12,15,17,16,hip-hop
16,10,5,7,6,1,5,13,18,6,7,5,11,electronic/ambient_electronic
13,6,4,8,19,3,11,2,10,19,15,20,19,electronic/ambient_electronic
16,14,20,6,18,7,4,14,4,4,15,15,6,electronic/ambient_electronic
12,3,3,10,13,2,19,4,8,4,2,3,3,electronic/ambient_electronic
17,3,8,10,20,6,14,11,19,12,15,7,3,electronic/ambient_electronic
10,15,9,14,17,18,7,13,3,12,6,9,14,electronic/ambient_electronic
11,14,6,18,16,5,4,10,19,15,4,2,5,electronic/ambient_electronic
3,14,17,15,11,2,3,2,9,4,16,19,17,hip-hop/alternative_hip-hop
1,6,15,14,17,20,5,19,20,2,20,18,2,hip-hop/alternative_hip-hop
1,12,2,18,12,18,8,20,18,1,20,17,8,hip-hop/alternative_hip-hop
3,13,15,17,16,19,19,20,19,20,17,9,13,rock
17,12,9,7,12,14,8,15,18,14,14,11,13,jazz
17,1,20,1,20,2,8,2,13,17,15,8,11,electronic
17,1,20,20,3,19,20,2,12,2,2,20,3,folk/psych-folk
15,19,2,9,1,3,1,1,1,2,15,8,13,electronic
8,6,16,1,14,1,10,1,15,7,18,13,19,pop/experimental_pop
2,18,14,17,20,20,19,19,18,17,10,19,17,hip-hop/alternative_hip-hop
2,7,2,15,9,12,19,3,19,2,18,18,1,hip-hop/alternative_hip-hop
1,13,16,5,18,4,17,5,16,3,14,9,19,hip-hop/alternative_hip-hop
6,5,14,16,18,15,15,13,14,9,5,9,18,hip-hop/alternative_hip-hop
5,1,1,2,5,13,13,2,6,6,12,14,3,hip-hop/alternative_hip-hop
1,15,7,18,5,19,14,18,20,2,17,7,1,hip-hop/alternative_hip-hop
3,10,13,15,3,6,5,16,11,11,19,7,7,hip-hop/alternative_hip-hop
3,17,15,19,17,7,14,11,16,10,15,5,7,hip-hop/alternative_hip-hop
7,15,6,15,9,11,5,4,8,9,11,6,9,hip-hop/alternative_hip-hop
4,19,10,11,9,6,8,4,8,7,8,10,15,hip-hop/alternative_hip-hop
9,19,6,11,20,1,20,4,20,2,7,1,1,electronic/idm
6,19,3,20,9,18,5,5,16,6,8,17,10,electronic/idm
10,16,16,8,12,7,2,1,7,3,8,9,6,electronic/idm
12,3,4,3,5,12,2,1,1,2,20,20,12,electronic/idm
10,19,2,12,7,18,5,7,10,9,11,18,17,electronic/idm
6,18,12,15,2,12,19,1,5,19,14,11,16,electronic/idm
3,10,11,9,18,19,6,12,18,9,15,18,9,electronic/idm
18,17,5,10,19,10,12,10,19,17,6,2,7,electronic/idm
17,20,20,20,3,15,14,6,20,8,14,18,19,electronic
18,7,19,20,6,5,20,5,10,3,2,2,19,electronic
16,1,20,9,4,1,13,20,14,17,12,3,4,electronic
20,3,18,7,3,1,15,6,18,16,17,9,16,electronic
10,5,18,3,8,1,6,13,5,19,19,2,6,electronic
18,5,19,4,2,2,10,12,6,4,3,16,16,electronic
2,10,6,16,14,12,13,17,7,9,16,19,9,electronic/ambient_electronic
8,11,10,5,5,3,3,12,7,2,2,9,8,electronic/ambient_electronic
18,6,16,19,19,19,19,15,19,12,11,14,12,electronic/ambient_electronic
16,3,3,18,3,14,12,13,1,4,15,19,11,electronic/ambient_electronic
12,8,13,9,2,11,10,15,17,16,16,6,11,rock/punk
14,4,16,9,2,15,10,15,16,14,9,5,7,rock/punk
10,7,13,11,3,12,12,17,16,11,7,3,5,rock/punk
12,7,15,11,1,10,13,18,18,17,11,3,2,rock/punk
11,11,10,15,2,11,12,14,14,12,8,3,9,rock/punk
12,7,14,13,2,15,15,14,14,14,7,3,7,rock/punk
15,3,17,7,1,15,16,18,16,15,10,3,8,rock/punk
10,12,2,10,13,17,4,4,17,20,18,5,8,rock/indie-rock
13,8,3,7,7,16,10,2,11,20,19,6,4,rock/indie-rock
12,4,6,12,4,12,9,6,15,18,15,3,5,rock/indie-rock
12,4,5,7,7,17,5,1,12,18,19,8,17,rock/indie-rock
14,2,8,8,11,16,9,5,19,20,18,4,14,rock/indie-rock
14,4,6,13,9,14,6,5,19,20,11,2,2,rock/indie-rock
14,14,8,9,4,5,4,3,8,7,5,12,5,jazz
6,18,10,20,14,14,8,4,7,6,11,10,17,jazz
18,17,5,11,3,6,7,1,4,1,14,14,19,jazz
13,16,1,2,2,2,12,9,7,13,2,1,8,jazz
20,2,8,11,2,5,14,11,3,3,13,12,2,jazz
4,18,15,16,6,3,6,12,12,13,17,14,9,jazz
18,20,9,19,5,6,8,18,7,11,13,18,5,jazz
14,11,2,5,12,6,9,3,5,18,15,16,18,jazz
20,3,20,1,20,1,20,1,20,1,20,1,16,jazz
20,2,9,6,3,5,9,9,3,1,12,13,10,jazz
17,3,20,19,7,12,19,2,13,10,13,8,10,electronic
12,4,18,17,17,7,11,9,10,11,12,12,10,electronic
13,4,16,20,7,1,12,20,3,3,12,12,7,electronic
11,14,6,19,15,15,5,3,2,2,6,3,6,electronic
3,7,5,10,11,9,13,11,7,11,7,13,13,electronic
5,15,2,9,10,14,10,2,2,2,5,7,19,electronic
2,15,7,9,14,15,11,8,8,12,10,6,5,electronic
2,8,4,9,7,13,9,6,7,9,7,7,10,electronic
5,13,5,11,11,6,9,8,11,10,4,8,15,electronic
13,14,4,14,9,8,6,8,2,5,6,15,20,electronic
2,6,2,3,15,13,14,13,4,14,9,7,12,electronic
4,11,16,12,19,17,7,9,6,17,18,12,8,electronic
3,5,3,8,5,3,8,6,2,6,3,6,13,electronic
3,9,3,19,17,20,12,12,19,2,17,4,2,electronic
6,16,4,9,11,9,13,12,8,15,13,17,15,electronic
9,2,19,4,13,9,17,16,15,13,11,15,2,rock/punk/hardcore
4,5,16,7,12,4,15,14,12,10,8,6,3,rock/punk/hardcore
9,2,19,6,9,4,11,4,3,3,5,11,3,rock/punk/hardcore
6,2,18,7,13,8,17,14,13,13,11,9,2,rock/punk/hardcore
3,3,19,6,15,11,18,14,16,14,10,14,1,rock/punk/hardcore
3,7,18,11,13,16,17,17,14,13,11,18,4,rock/punk/hardcore
12,19,17,8,11,2,9,2,4,1,18,1,12,folk
15,18,15,10,20,9,20,2,4,1,1,1,1,folk
14,19,15,6,19,3,18,2,14,1,10,1,1,folk
9,17,10,2,19,2,20,1,3,1,4,1,1,folk
10,16,14,8,20,1,19,1,11,1,2,1,1,folk
13,20,19,15,10,1,16,1,9,1,13,4,1,folk
13,19,18,6,5,1,20,1,4,1,16,2,3,folk
13,20,17,13,8,1,17,1,12,1,17,1,3,folk
2,5,12,6,20,2,20,18,12,14,9,19,6,rock/indie-rock
11,2,16,3,2,1,1,2,16,11,2,5,20,folk
2,18,11,1,2,1,2,1,1,7,16,1,1,folk
4,19,7,1,1,1,20,2,1,11,19,3,20,folk
3,20,13,2,2,1,14,2,1,2,18,1,20,folk
4,20,15,3,4,1,19,4,1,4,14,1,18,folk
6,18,18,1,5,2,8,11,1,11,20,1,19,folk
4,20,16,3,2,1,15,3,1,2,18,1,19,folk
4,20,16,3,3,1,17,2,1,5,12,1,19,folk
6,19,16,1,3,1,15,15,1,1,17,1,1,folk
3,19,14,1,1,2,11,3,1,2,13,1,1,folk
4,20,12,1,1,1,7,3,1,4,19,1,5,folk
2,19,12,1,1,1,4,1,1,2,19,4,8,folk
6,9,8,15,17,19,13,18,14,6,9,13,14,rock/lo-fi
12,10,9,17,16,18,8,18,12,10,14,15,17,rock/lo-fi
11,11,11,15,20,18,17,3,2,19,17,11,9,folk
12,9,18,18,18,14,15,7,11,17,14,17,8,folk
16,11,15,17,18,10,12,5,3,9,19,19,11,folk
14,7,9,16,12,9,5,10,11,16,16,4,5,folk
2,8,3,5,5,3,6,7,6,5,7,14,13,rock
4,7,12,4,14,17,10,15,14,8,17,10,2,rock
11,3,15,4,18,19,4,2,10,8,16,14,3,rock
1,8,15,18,16,16,16,13,12,12,4,8,16,rock
19,2,9,12,18,10,4,3,10,7,12,10,12,rock
1,12,16,4,13,18,16,5,20,9,8,10,15,rock
1,7,13,12,14,4,11,14,18,19,12,13,13,rock
6,15,13,16,12,16,18,19,18,6,10,13,13,rock/punk/power-pop
2,9,19,7,16,6,20,4,19,14,20,13,20,pop
1,7,19,6,2,11,20,9,19,6,18,16,20,pop
1,10,19,8,17,12,20,4,19,15,19,18,20,pop
2,9,19,10,4,14,20,8,18,6,11,6,19,pop
1,4,15,12,15,7,20,12,20,15,18,15,20,pop
2,11,18,11,18,7,20,4,18,9,20,14,20,pop
1,10,18,14,19,7,20,5,17,9,17,12,18,pop
1,10,17,13,18,13,19,7,15,11,14,10,20,pop
1,9,18,8,3,11,20,12,19,12,17,15,20,pop
10,16,7,13,11,10,6,8,9,14,12,12,4,electronic/dance
7,14,1,3,8,2,14,4,7,5,7,7,5,electronic/dance
1,19,15,10,13,7,9,8,19,19,19,18,14,electronic/dance
4,12,10,18,14,16,16,14,12,12,12,11,8,electronic/dance
7,18,9,15,10,13,10,12,12,11,13,12,12,electronic/dance
13,3,1,3,5,9,4,11,6,5,15,3,3,electronic/dance
14,8,9,10,10,11,10,8,13,14,14,16,15,electronic/dance
13,20,4,15,2,7,5,4,2,11,10,11,7,electronic/dance
15,17,3,5,6,13,20,14,19,19,4,4,3,electronic/dance
19,19,17,15,20,8,15,16,5,18,9,15,9,electronic/dance
11,19,7,20,12,19,16,17,20,20,18,11,13,electronic/dance
4,17,6,14,13,15,12,10,13,9,7,10,12,electronic
4,13,6,14,8,17,5,7,16,9,5,4,9,electronic
10,13,7,10,10,17,13,9,8,6,7,4,6,electronic
2,12,8,13,13,18,8,7,16,16,13,13,9,electronic
3,16,14,16,12,19,9,4,8,15,13,14,12,electronic/house
2,10,5,16,13,17,16,17,6,7,6,12,7,electronic/house
14,10,2,19,2,14,15,13,15,20,9,5,5,electronic
10,9,10,19,3,19,17,14,7,13,12,16,7,electronic
7,17,6,15,9,14,7,14,16,19,15,14,15,electronic
2,14,9,18,14,20,6,5,8,14,19,9,16,electronic
9,10,3,17,3,9,7,12,15,15,16,16,17,electronic
6,3,19,20,14,14,16,13,2,4,17,17,10,rock/new_wave
18,12,3,15,3,14,3,6,6,11,7,2,15,rock/new_wave
12,9,3,19,2,9,14,13,8,20,19,14,4,rock/new_wave
20,11,2,19,10,2,2,3,14,12,8,9,9,rock/new_wave
18,7,6,20,17,20,20,9,18,18,18,20,19,rock/new_wave
16,9,8,18,20,17,9,9,7,14,11,1,19,pop
11,14,13,15,20,3,2,8,4,2,2,1,19,pop
16,17,6,19,19,17,2,20,9,6,16,2,19,pop
19,18,11,20,20,18,20,20,16,17,4,5,20,pop
5,14,6,5,3,3,4,11,7,4,6,14,7,electronic/downtempo
9,1,12,12,6,16,6,20,11,11,11,8,19,rock/punk
10,1,13,12,9,18,7,20,12,8,12,9,17,rock/punk
8,2,9,13,4,17,5,20,15,7,11,6,17,rock/punk
